pass,concept_a,concept_b,relation
1,emergency-medical.where-is-a-pharmacy,emergency-medical.where-is-the-nearest-hospital,none
2,emergency-medical.where-is-a-pharmacy,emergency-medical.where-is-the-nearest-hospital,none
3,emergency-medical.where-is-a-pharmacy,emergency-medical.where-is-the-nearest-hospital,none
1,emergency-medical.where-is-a-pharmacy,hiking-parks.where-is-the-trailhead,none
2,emergency-medical.where-is-a-pharmacy,hiking-parks.where-is-the-trailhead,none
3,emergency-medical.where-is-a-pharmacy,hiking-parks.where-is-the-trailhead,none
1,emergency-medical.where-is-a-pharmacy,introductions.where-are-you-from,none
2,emergency-medical.where-is-a-pharmacy,introductions.where-are-you-from,none
3,emergency-medical.where-is-a-pharmacy,introductions.where-are-you-from,none
1,emergency-medical.where-is-a-pharmacy,laundry.where-is-a-laundromat,none
2,emergency-medical.where-is-a-pharmacy,laundry.where-is-a-laundromat,none
3,emergency-medical.where-is-a-pharmacy,laundry.where-is-a-laundromat,none
1,emergency-medical.where-is-a-pharmacy,pharmacy-symptoms.where-is-an-all-night-pharmacy,partial
2,emergency-medical.where-is-a-pharmacy,pharmacy-symptoms.where-is-an-all-night-pharmacy,partial
3,emergency-medical.where-is-a-pharmacy,pharmacy-symptoms.where-is-an-all-night-pharmacy,partial
1,emergency-medical.where-is-a-pharmacy,pharmacy-symptoms.which-pharmacy-is-open-now,partial
2,emergency-medical.where-is-a-pharmacy,pharmacy-symptoms.which-pharmacy-is-open-now,partial
3,emergency-medical.where-is-a-pharmacy,pharmacy-symptoms.which-pharmacy-is-open-now,partial
1,emergency-medical.where-is-a-pharmacy,question-words.where,none
2,emergency-medical.where-is-a-pharmacy,question-words.where,partial
3,emergency-medical.where-is-a-pharmacy,question-words.where,partial
1,emergency-medical.where-is-a-pharmacy,shopping.where-can-i-buy,none
2,emergency-medical.where-is-a-pharmacy,shopping.where-can-i-buy,none
3,emergency-medical.where-is-a-pharmacy,shopping.where-can-i-buy,none
1,emergency-medical.where-is-a-pharmacy,shopping.where-do-i-pay,none
2,emergency-medical.where-is-a-pharmacy,shopping.where-do-i-pay,none
3,emergency-medical.where-is-a-pharmacy,shopping.where-do-i-pay,none
1,emergency-medical.where-is-a-pharmacy,toilets.where-toilet,none
2,emergency-medical.where-is-a-pharmacy,toilets.where-toilet,none
3,emergency-medical.where-is-a-pharmacy,toilets.where-toilet,none
1,emergency-medical.where-is-the-nearest-hospital,question-words.where,none
2,emergency-medical.where-is-the-nearest-hospital,question-words.where,partial
3,emergency-medical.where-is-the-nearest-hospital,question-words.where,partial
1,etiquette.did-not-mean-to-offend,toilets.is-it-only-for-customers,none
2,etiquette.did-not-mean-to-offend,toilets.is-it-only-for-customers,none
3,etiquette.did-not-mean-to-offend,toilets.is-it-only-for-customers,none
1,etiquette.is-service-included,trail-warnings.open,none
2,etiquette.is-service-included,trail-warnings.open,none
3,etiquette.is-service-included,trail-warnings.open,none
1,etiquette.what-is-customary,sim-data.please-activate-it,none
2,etiquette.what-is-customary,sim-data.please-activate-it,none
3,etiquette.what-is-customary,sim-data.please-activate-it,none
1,food-ordering.do-you-have-drinking-water,toilets.drinking-water,partial
2,food-ordering.do-you-have-drinking-water,toilets.drinking-water,partial
3,food-ordering.do-you-have-drinking-water,toilets.drinking-water,partial
1,food-ordering.do-you-have-drinking-water,toilets.not-for-drinking,none
2,food-ordering.do-you-have-drinking-water,toilets.not-for-drinking,none
3,food-ordering.do-you-have-drinking-water,toilets.not-for-drinking,none
1,food-ordering.table-for-two,sim-data.where-can-i-buy-a-plug-adapter,none
2,food-ordering.table-for-two,sim-data.where-can-i-buy-a-plug-adapter,none
3,food-ordering.table-for-two,sim-data.where-can-i-buy-a-plug-adapter,none
1,food-ordering.to-go-please,hotel-basics.can-i-charge-my-phone,none
2,food-ordering.to-go-please,hotel-basics.can-i-charge-my-phone,none
3,food-ordering.to-go-please,hotel-basics.can-i-charge-my-phone,none
1,food-ordering.water-please,toilets.drinking-water,none
2,food-ordering.water-please,toilets.drinking-water,partial
3,food-ordering.water-please,toilets.drinking-water,partial
1,hiking-parks.where-is-the-trailhead,toilets.where-toilet,none
2,hiking-parks.where-is-the-trailhead,toilets.where-toilet,none
3,hiking-parks.where-is-the-trailhead,toilets.where-toilet,none
1,hotel-basics.for-nights,transit-rides.where-do-i-pay-the-fare,none
2,hotel-basics.for-nights,transit-rides.where-do-i-pay-the-fare,none
3,hotel-basics.for-nights,transit-rides.where-do-i-pay-the-fare,none
1,hotel-basics.is-wi-fi-free,toilets.is-it-free,none
2,hotel-basics.is-wi-fi-free,toilets.is-it-free,none
3,hotel-basics.is-wi-fi-free,toilets.is-it-free,none
1,hotel-requests.can-i-store-my-luggage,room-problems.there-is-a-problem-with-the-room,none
2,hotel-requests.can-i-store-my-luggage,room-problems.there-is-a-problem-with-the-room,none
3,hotel-requests.can-i-store-my-luggage,room-problems.there-is-a-problem-with-the-room,none
1,hotel-words.check-out,toilets.it-is-out-of-order,none
2,hotel-words.check-out,toilets.it-is-out-of-order,none
3,hotel-words.check-out,toilets.it-is-out-of-order,none
1,hotel-words.check-out,toilets.out-of-order,none
2,hotel-words.check-out,toilets.out-of-order,none
3,hotel-words.check-out,toilets.out-of-order,none
1,hotel-words.room-key-card,toilets.may-i-have-the-toilet-key,none
2,hotel-words.room-key-card,toilets.may-i-have-the-toilet-key,none
3,hotel-words.room-key-card,toilets.may-i-have-the-toilet-key,none
1,introductions.nice-to-meet-you,pronouns-verbs.have,none
2,introductions.nice-to-meet-you,pronouns-verbs.have,none
3,introductions.nice-to-meet-you,pronouns-verbs.have,none
1,introductions.this-is-my-friend,toilets.baby-change,none
2,introductions.this-is-my-friend,toilets.baby-change,none
3,introductions.this-is-my-friend,toilets.baby-change,none
1,introductions.where-are-you-from,toilets.where-toilet,none
2,introductions.where-are-you-from,toilets.where-toilet,none
3,introductions.where-are-you-from,toilets.where-toilet,none
1,laundry.coin-operated,toilets.do-i-need-a-coin,none
2,laundry.coin-operated,toilets.do-i-need-a-coin,none
3,laundry.coin-operated,toilets.do-i-need-a-coin,none
1,laundry.coin-operated,trail-warnings.steep-slope,none
2,laundry.coin-operated,trail-warnings.steep-slope,none
3,laundry.coin-operated,trail-warnings.steep-slope,none
1,laundry.detergent,slang.no-worries,none
2,laundry.detergent,slang.no-worries,none
3,laundry.detergent,slang.no-worries,none
1,laundry.please-wash-these-clothes,toilets.where-can-i-wash-my-hands,none
2,laundry.please-wash-these-clothes,toilets.where-can-i-wash-my-hands,none
3,laundry.please-wash-these-clothes,toilets.where-can-i-wash-my-hands,none
1,laundry.where-is-a-laundromat,toilets.where-toilet,none
2,laundry.where-is-a-laundromat,toilets.where-toilet,none
3,laundry.where-is-a-laundromat,toilets.where-toilet,none
1,lost-rescue.i-left-it-on-the-train,profanity.intensifier,none
2,lost-rescue.i-left-it-on-the-train,profanity.intensifier,none
3,lost-rescue.i-left-it-on-the-train,profanity.intensifier,none
1,lost-rescue.i-lost-my-passport,trail-landmarks.fork-junction,none
2,lost-rescue.i-lost-my-passport,trail-landmarks.fork-junction,none
3,lost-rescue.i-lost-my-passport,trail-landmarks.fork-junction,none
1,lost-rescue.i-lost-my-phone,room-problems.please-send-someone,none
2,lost-rescue.i-lost-my-phone,room-problems.please-send-someone,none
3,lost-rescue.i-lost-my-phone,room-problems.please-send-someone,none
1,lost-rescue.please-contact-rescue,pharmacy-symptoms.i-have-a-rash,none
2,lost-rescue.please-contact-rescue,pharmacy-symptoms.i-have-a-rash,none
3,lost-rescue.please-contact-rescue,pharmacy-symptoms.i-have-a-rash,none
1,medical-conditions.do-not-give-me,pronouns-verbs.need,none
2,medical-conditions.do-not-give-me,pronouns-verbs.need,none
3,medical-conditions.do-not-give-me,pronouns-verbs.need,none
1,medical-conditions.i-am-allergic-to-sulfa-drugs,numbers-money.ku-i,none
2,medical-conditions.i-am-allergic-to-sulfa-drugs,numbers-money.ku-i,none
3,medical-conditions.i-am-allergic-to-sulfa-drugs,numbers-money.ku-i,none
1,medical-conditions.i-have-asthma,transit-rides.does-this-bus-train-go-to,none
2,medical-conditions.i-have-asthma,transit-rides.does-this-bus-train-go-to,none
3,medical-conditions.i-have-asthma,transit-rides.does-this-bus-train-go-to,none
1,months.april,pronouns-verbs.there-is-have,none
2,months.april,pronouns-verbs.there-is-have,none
3,months.april,pronouns-verbs.there-is-have,none
1,numbers-money.franc-symbol,trail-landmarks.water-point,none
2,numbers-money.franc-symbol,trail-landmarks.water-point,none
3,numbers-money.franc-symbol,trail-landmarks.water-point,none
1,numbers-money.kip,phone-translation.one-sentence-at-a-time-please,none
2,numbers-money.kip,phone-translation.one-sentence-at-a-time-please,none
3,numbers-money.kip,phone-translation.one-sentence-at-a-time-please,none
1,numbers-money.krona,quick-directions.on-the-right,none
2,numbers-money.krona,quick-directions.on-the-right,none
3,numbers-money.krona,quick-directions.on-the-right,none
1,numbers-money.peso-symbol,pharmacy-symptoms.it-started-days-ago,none
2,numbers-money.peso-symbol,pharmacy-symptoms.it-started-days-ago,none
3,numbers-money.peso-symbol,pharmacy-symptoms.it-started-days-ago,none
1,numbers-money.peso-symbol,sim-data.signal,none
2,numbers-money.peso-symbol,sim-data.signal,none
3,numbers-money.peso-symbol,sim-data.signal,none
1,numbers-money.riel-symbol,trail-warnings.beware-falling-rocks,none
2,numbers-money.riel-symbol,trail-warnings.beware-falling-rocks,none
3,numbers-money.riel-symbol,trail-warnings.beware-falling-rocks,none
1,numbers-money.ruble,toilets.it-is-out-of-order,none
2,numbers-money.ruble,toilets.it-is-out-of-order,none
3,numbers-money.ruble,toilets.it-is-out-of-order,none
1,numbers-money.y-b-i,utility-templates.please-do-not-add,none
2,numbers-money.y-b-i,utility-templates.please-do-not-add,none
3,numbers-money.y-b-i,utility-templates.please-do-not-add,none
1,numbers-money.zloty-symbol,sim-data.i-would-like-a-tourist-sim,none
2,numbers-money.zloty-symbol,sim-data.i-would-like-a-tourist-sim,none
3,numbers-money.zloty-symbol,sim-data.i-would-like-a-tourist-sim,none
1,pharmacy-symptoms.antacid,pronouns-verbs.she-her,none
2,pharmacy-symptoms.antacid,pronouns-verbs.she-her,none
3,pharmacy-symptoms.antacid,pronouns-verbs.she-her,none
1,pharmacy-symptoms.antihistamine,quick-directions.go-straight,none
2,pharmacy-symptoms.antihistamine,quick-directions.go-straight,none
3,pharmacy-symptoms.antihistamine,quick-directions.go-straight,none
1,pharmacy-symptoms.how-many-times-a-day,phone-translation.please-speak-toward-the-phone,none
2,pharmacy-symptoms.how-many-times-a-day,phone-translation.please-speak-toward-the-phone,none
3,pharmacy-symptoms.how-many-times-a-day,phone-translation.please-speak-toward-the-phone,none
1,pharmacy-symptoms.is-this-safe-during-pregnancy,slang.no-worries,none
2,pharmacy-symptoms.is-this-safe-during-pregnancy,slang.no-worries,none
3,pharmacy-symptoms.is-this-safe-during-pregnancy,slang.no-worries,none
1,pharmacy-symptoms.is-this-safe-to-take-with,police-consulate.no-thank-you-i-am-not-interested,none
2,pharmacy-symptoms.is-this-safe-to-take-with,police-consulate.no-thank-you-i-am-not-interested,none
3,pharmacy-symptoms.is-this-safe-to-take-with,police-consulate.no-thank-you-i-am-not-interested,none
1,pickup-meeting.please-call-a-taxi,trail-words.shuttle-bus,none
2,pickup-meeting.please-call-a-taxi,trail-words.shuttle-bus,none
3,pickup-meeting.please-call-a-taxi,trail-words.shuttle-bus,none
1,police-consulate.am-i-free-to-go,toilets.is-it-free,none
2,police-consulate.am-i-free-to-go,toilets.is-it-free,none
3,police-consulate.am-i-free-to-go,toilets.is-it-free,none
1,profanity.expletive,toilets.womens-toilet,none
2,profanity.expletive,toilets.womens-toilet,none
3,profanity.expletive,toilets.womens-toilet,none
1,pronouns-verbs.looking-for-thing,rail-station-words.delayed,none
2,pronouns-verbs.looking-for-thing,rail-station-words.delayed,none
3,pronouns-verbs.looking-for-thing,rail-station-words.delayed,none
1,pronouns-verbs.looking-for-thing,transit-rides.do-i-need-to-validate,none
2,pronouns-verbs.looking-for-thing,transit-rides.do-i-need-to-validate,none
3,pronouns-verbs.looking-for-thing,transit-rides.do-i-need-to-validate,none
1,pronouns-verbs.there-is-not-do-not-have,shopping.what-is-this,none
2,pronouns-verbs.there-is-not-do-not-have,shopping.what-is-this,none
3,pronouns-verbs.there-is-not-do-not-have,shopping.what-is-this,none
1,question-words.all-both,trail-transport.what-time-is-the-last-shuttle,none
2,question-words.all-both,trail-transport.what-time-is-the-last-shuttle,none
3,question-words.all-both,trail-transport.what-time-is-the-last-shuttle,none
1,question-words.how,rail-station-words.maglev,none
2,question-words.how,rail-station-words.maglev,none
3,question-words.how,rail-station-words.maglev,none
1,question-words.how-much-what-price,shopping.that-is-too-expensive,none
2,question-words.how-much-what-price,shopping.that-is-too-expensive,none
3,question-words.how-much-what-price,shopping.that-is-too-expensive,none
1,question-words.where,toilets.where-can-i-wash-my-hands,none
2,question-words.where,toilets.where-can-i-wash-my-hands,partial
3,question-words.where,toilets.where-can-i-wash-my-hands,partial
1,question-words.where,toilets.where-public-toilet,none
2,question-words.where,toilets.where-public-toilet,partial
3,question-words.where,toilets.where-public-toilet,partial
1,question-words.where,toilets.where-toilet,none
2,question-words.where,toilets.where-toilet,partial
3,question-words.where,toilets.where-toilet,partial
1,rail-station-words.last-train,sim-data.i-would-like-a-tourist-sim,none
2,rail-station-words.last-train,sim-data.i-would-like-a-tourist-sim,none
3,rail-station-words.last-train,sim-data.i-would-like-a-tourist-sim,none
1,rail-station-words.ticket-gate,trail-transport.is-there-cell-signal-here,none
2,rail-station-words.ticket-gate,trail-transport.is-there-cell-signal-here,none
3,rail-station-words.ticket-gate,trail-transport.is-there-cell-signal-here,none
1,room-problems.can-i-change-rooms,toilets.baby-change,none
2,room-problems.can-i-change-rooms,toilets.baby-change,none
3,room-problems.can-i-change-rooms,toilets.baby-change,none
1,room-problems.the-key-does-not-work,toilets.may-i-have-the-toilet-key,none
2,room-problems.the-key-does-not-work,toilets.may-i-have-the-toilet-key,none
3,room-problems.the-key-does-not-work,toilets.may-i-have-the-toilet-key,none
1,room-problems.the-toilet-will-not-flush,toilets.accessible-toilet,none
2,room-problems.the-toilet-will-not-flush,toilets.accessible-toilet,none
3,room-problems.the-toilet-will-not-flush,toilets.accessible-toilet,none
1,room-problems.the-toilet-will-not-flush,toilets.can-i-flush-the-paper,none
2,room-problems.the-toilet-will-not-flush,toilets.can-i-flush-the-paper,none
3,room-problems.the-toilet-will-not-flush,toilets.can-i-flush-the-paper,none
1,room-problems.the-toilet-will-not-flush,toilets.is-there-a-toilet-on-board,none
2,room-problems.the-toilet-will-not-flush,toilets.is-there-a-toilet-on-board,none
3,room-problems.the-toilet-will-not-flush,toilets.is-there-a-toilet-on-board,none
1,room-problems.the-toilet-will-not-flush,toilets.may-i-have-the-toilet-key,none
2,room-problems.the-toilet-will-not-flush,toilets.may-i-have-the-toilet-key,none
3,room-problems.the-toilet-will-not-flush,toilets.may-i-have-the-toilet-key,none
1,room-problems.the-toilet-will-not-flush,toilets.may-i-use-the-toilet,none
2,room-problems.the-toilet-will-not-flush,toilets.may-i-use-the-toilet,none
3,room-problems.the-toilet-will-not-flush,toilets.may-i-use-the-toilet,none
1,room-problems.the-toilet-will-not-flush,toilets.squat-toilet,none
2,room-problems.the-toilet-will-not-flush,toilets.squat-toilet,none
3,room-problems.the-toilet-will-not-flush,toilets.squat-toilet,none
1,room-problems.the-toilet-will-not-flush,toilets.the-toilet-will-not-flush,duplicate
2,room-problems.the-toilet-will-not-flush,toilets.the-toilet-will-not-flush,duplicate
3,room-problems.the-toilet-will-not-flush,toilets.the-toilet-will-not-flush,duplicate
1,room-problems.the-toilet-will-not-flush,toilets.there-is-no-toilet-paper,none
2,room-problems.the-toilet-will-not-flush,toilets.there-is-no-toilet-paper,none
3,room-problems.the-toilet-will-not-flush,toilets.there-is-no-toilet-paper,none
1,room-problems.the-toilet-will-not-flush,toilets.toilet-paper,none
2,room-problems.the-toilet-will-not-flush,toilets.toilet-paper,none
3,room-problems.the-toilet-will-not-flush,toilets.toilet-paper,none
1,room-problems.the-toilet-will-not-flush,toilets.toilet-wc,partial
2,room-problems.the-toilet-will-not-flush,toilets.toilet-wc,none
3,room-problems.the-toilet-will-not-flush,toilets.toilet-wc,none
1,room-problems.the-toilet-will-not-flush,toilets.where-toilet,none
2,room-problems.the-toilet-will-not-flush,toilets.where-toilet,none
3,room-problems.the-toilet-will-not-flush,toilets.where-toilet,none
1,room-problems.there-is-no-hot-water,toilets.drinking-water,none
2,room-problems.there-is-no-hot-water,toilets.drinking-water,none
3,room-problems.there-is-no-hot-water,toilets.drinking-water,none
1,shopping.where-can-i-buy,toilets.where-toilet,none
2,shopping.where-can-i-buy,toilets.where-toilet,none
3,shopping.where-can-i-buy,toilets.where-toilet,none
1,shopping.where-do-i-pay,toilets.where-toilet,none
2,shopping.where-do-i-pay,toilets.where-toilet,none
3,shopping.where-do-i-pay,toilets.where-toilet,none
1,sim-data.how-long-is-it-valid,time-words.next-week,none
2,sim-data.how-long-is-it-valid,time-words.next-week,none
3,sim-data.how-long-is-it-valid,time-words.next-week,none
1,slang.youre-welcome,transit-rides.i-went-past-my-stop,none
2,slang.youre-welcome,transit-rides.i-went-past-my-stop,none
3,slang.youre-welcome,transit-rides.i-went-past-my-stop,none
1,toilets.accessible-toilet,toilets.baby-change,none
2,toilets.accessible-toilet,toilets.baby-change,none
3,toilets.accessible-toilet,toilets.baby-change,none
1,toilets.accessible-toilet,toilets.can-i-flush-the-paper,none
2,toilets.accessible-toilet,toilets.can-i-flush-the-paper,none
3,toilets.accessible-toilet,toilets.can-i-flush-the-paper,none
1,toilets.accessible-toilet,toilets.do-i-need-a-coin,none
2,toilets.accessible-toilet,toilets.do-i-need-a-coin,none
3,toilets.accessible-toilet,toilets.do-i-need-a-coin,none
1,toilets.accessible-toilet,toilets.drinking-water,none
2,toilets.accessible-toilet,toilets.drinking-water,none
3,toilets.accessible-toilet,toilets.drinking-water,none
1,toilets.accessible-toilet,toilets.is-it-free,none
2,toilets.accessible-toilet,toilets.is-it-free,none
3,toilets.accessible-toilet,toilets.is-it-free,none
1,toilets.accessible-toilet,toilets.is-it-only-for-customers,none
2,toilets.accessible-toilet,toilets.is-it-only-for-customers,none
3,toilets.accessible-toilet,toilets.is-it-only-for-customers,none
1,toilets.accessible-toilet,toilets.is-the-tap-water-safe-to-drink,none
2,toilets.accessible-toilet,toilets.is-the-tap-water-safe-to-drink,none
3,toilets.accessible-toilet,toilets.is-the-tap-water-safe-to-drink,none
1,toilets.accessible-toilet,toilets.is-there-a-toilet-on-board,none
2,toilets.accessible-toilet,toilets.is-there-a-toilet-on-board,none
3,toilets.accessible-toilet,toilets.is-there-a-toilet-on-board,none
1,toilets.accessible-toilet,toilets.it-is-out-of-order,none
2,toilets.accessible-toilet,toilets.it-is-out-of-order,none
3,toilets.accessible-toilet,toilets.it-is-out-of-order,none
1,toilets.accessible-toilet,toilets.it-is-urgent,none
2,toilets.accessible-toilet,toilets.it-is-urgent,none
3,toilets.accessible-toilet,toilets.it-is-urgent,none
1,toilets.accessible-toilet,toilets.may-i-have-the-toilet-key,none
2,toilets.accessible-toilet,toilets.may-i-have-the-toilet-key,none
3,toilets.accessible-toilet,toilets.may-i-have-the-toilet-key,none
1,toilets.accessible-toilet,toilets.may-i-use-the-toilet,none
2,toilets.accessible-toilet,toilets.may-i-use-the-toilet,none
3,toilets.accessible-toilet,toilets.may-i-use-the-toilet,none
1,toilets.accessible-toilet,toilets.mens-toilet,none
2,toilets.accessible-toilet,toilets.mens-toilet,none
3,toilets.accessible-toilet,toilets.mens-toilet,none
1,toilets.accessible-toilet,toilets.not-for-drinking,none
2,toilets.accessible-toilet,toilets.not-for-drinking,none
3,toilets.accessible-toilet,toilets.not-for-drinking,none
1,toilets.accessible-toilet,toilets.out-of-order,none
2,toilets.accessible-toilet,toilets.out-of-order,none
3,toilets.accessible-toilet,toilets.out-of-order,none
1,toilets.accessible-toilet,toilets.squat-toilet,none
2,toilets.accessible-toilet,toilets.squat-toilet,none
3,toilets.accessible-toilet,toilets.squat-toilet,none
1,toilets.accessible-toilet,toilets.the-toilet-will-not-flush,none
2,toilets.accessible-toilet,toilets.the-toilet-will-not-flush,none
3,toilets.accessible-toilet,toilets.the-toilet-will-not-flush,none
1,toilets.accessible-toilet,toilets.there-is-no-toilet-paper,none
2,toilets.accessible-toilet,toilets.there-is-no-toilet-paper,none
3,toilets.accessible-toilet,toilets.there-is-no-toilet-paper,none
1,toilets.accessible-toilet,toilets.toilet-paper,none
2,toilets.accessible-toilet,toilets.toilet-paper,none
3,toilets.accessible-toilet,toilets.toilet-paper,none
1,toilets.accessible-toilet,toilets.toilet-wc,none
2,toilets.accessible-toilet,toilets.toilet-wc,none
3,toilets.accessible-toilet,toilets.toilet-wc,none
1,toilets.accessible-toilet,toilets.where-can-i-wash-my-hands,none
2,toilets.accessible-toilet,toilets.where-can-i-wash-my-hands,none
3,toilets.accessible-toilet,toilets.where-can-i-wash-my-hands,none
1,toilets.accessible-toilet,toilets.where-public-toilet,none
2,toilets.accessible-toilet,toilets.where-public-toilet,none
3,toilets.accessible-toilet,toilets.where-public-toilet,none
1,toilets.accessible-toilet,toilets.where-toilet,none
2,toilets.accessible-toilet,toilets.where-toilet,none
3,toilets.accessible-toilet,toilets.where-toilet,none
1,toilets.accessible-toilet,toilets.womens-toilet,none
2,toilets.accessible-toilet,toilets.womens-toilet,none
3,toilets.accessible-toilet,toilets.womens-toilet,none
1,toilets.baby-change,toilets.can-i-flush-the-paper,none
2,toilets.baby-change,toilets.can-i-flush-the-paper,none
3,toilets.baby-change,toilets.can-i-flush-the-paper,none
1,toilets.baby-change,toilets.do-i-need-a-coin,none
2,toilets.baby-change,toilets.do-i-need-a-coin,none
3,toilets.baby-change,toilets.do-i-need-a-coin,none
1,toilets.baby-change,toilets.drinking-water,none
2,toilets.baby-change,toilets.drinking-water,none
3,toilets.baby-change,toilets.drinking-water,none
1,toilets.baby-change,toilets.is-it-free,none
2,toilets.baby-change,toilets.is-it-free,none
3,toilets.baby-change,toilets.is-it-free,none
1,toilets.baby-change,toilets.is-it-only-for-customers,none
2,toilets.baby-change,toilets.is-it-only-for-customers,none
3,toilets.baby-change,toilets.is-it-only-for-customers,none
1,toilets.baby-change,toilets.is-the-tap-water-safe-to-drink,none
2,toilets.baby-change,toilets.is-the-tap-water-safe-to-drink,none
3,toilets.baby-change,toilets.is-the-tap-water-safe-to-drink,none
1,toilets.baby-change,toilets.is-there-a-toilet-on-board,none
2,toilets.baby-change,toilets.is-there-a-toilet-on-board,none
3,toilets.baby-change,toilets.is-there-a-toilet-on-board,none
1,toilets.baby-change,toilets.it-is-out-of-order,none
2,toilets.baby-change,toilets.it-is-out-of-order,none
3,toilets.baby-change,toilets.it-is-out-of-order,none
1,toilets.baby-change,toilets.it-is-urgent,none
2,toilets.baby-change,toilets.it-is-urgent,none
3,toilets.baby-change,toilets.it-is-urgent,none
1,toilets.baby-change,toilets.may-i-have-the-toilet-key,none
2,toilets.baby-change,toilets.may-i-have-the-toilet-key,none
3,toilets.baby-change,toilets.may-i-have-the-toilet-key,none
1,toilets.baby-change,toilets.may-i-use-the-toilet,none
2,toilets.baby-change,toilets.may-i-use-the-toilet,none
3,toilets.baby-change,toilets.may-i-use-the-toilet,none
1,toilets.baby-change,toilets.mens-toilet,none
2,toilets.baby-change,toilets.mens-toilet,none
3,toilets.baby-change,toilets.mens-toilet,none
1,toilets.baby-change,toilets.not-for-drinking,none
2,toilets.baby-change,toilets.not-for-drinking,none
3,toilets.baby-change,toilets.not-for-drinking,none
1,toilets.baby-change,toilets.out-of-order,none
2,toilets.baby-change,toilets.out-of-order,none
3,toilets.baby-change,toilets.out-of-order,none
1,toilets.baby-change,toilets.squat-toilet,none
2,toilets.baby-change,toilets.squat-toilet,none
3,toilets.baby-change,toilets.squat-toilet,none
1,toilets.baby-change,toilets.the-toilet-will-not-flush,none
2,toilets.baby-change,toilets.the-toilet-will-not-flush,none
3,toilets.baby-change,toilets.the-toilet-will-not-flush,none
1,toilets.baby-change,toilets.there-is-no-toilet-paper,none
2,toilets.baby-change,toilets.there-is-no-toilet-paper,none
3,toilets.baby-change,toilets.there-is-no-toilet-paper,none
1,toilets.baby-change,toilets.toilet-paper,none
2,toilets.baby-change,toilets.toilet-paper,none
3,toilets.baby-change,toilets.toilet-paper,none
1,toilets.baby-change,toilets.toilet-wc,none
2,toilets.baby-change,toilets.toilet-wc,none
3,toilets.baby-change,toilets.toilet-wc,none
1,toilets.baby-change,toilets.where-can-i-wash-my-hands,none
2,toilets.baby-change,toilets.where-can-i-wash-my-hands,none
3,toilets.baby-change,toilets.where-can-i-wash-my-hands,none
1,toilets.baby-change,toilets.where-public-toilet,none
2,toilets.baby-change,toilets.where-public-toilet,none
3,toilets.baby-change,toilets.where-public-toilet,none
1,toilets.baby-change,toilets.where-toilet,none
2,toilets.baby-change,toilets.where-toilet,none
3,toilets.baby-change,toilets.where-toilet,none
1,toilets.baby-change,toilets.womens-toilet,none
2,toilets.baby-change,toilets.womens-toilet,none
3,toilets.baby-change,toilets.womens-toilet,none
1,toilets.can-i-flush-the-paper,toilets.do-i-need-a-coin,none
2,toilets.can-i-flush-the-paper,toilets.do-i-need-a-coin,none
3,toilets.can-i-flush-the-paper,toilets.do-i-need-a-coin,none
1,toilets.can-i-flush-the-paper,toilets.drinking-water,none
2,toilets.can-i-flush-the-paper,toilets.drinking-water,none
3,toilets.can-i-flush-the-paper,toilets.drinking-water,none
1,toilets.can-i-flush-the-paper,toilets.is-it-free,none
2,toilets.can-i-flush-the-paper,toilets.is-it-free,none
3,toilets.can-i-flush-the-paper,toilets.is-it-free,none
1,toilets.can-i-flush-the-paper,toilets.is-it-only-for-customers,none
2,toilets.can-i-flush-the-paper,toilets.is-it-only-for-customers,none
3,toilets.can-i-flush-the-paper,toilets.is-it-only-for-customers,none
1,toilets.can-i-flush-the-paper,toilets.is-the-tap-water-safe-to-drink,none
2,toilets.can-i-flush-the-paper,toilets.is-the-tap-water-safe-to-drink,none
3,toilets.can-i-flush-the-paper,toilets.is-the-tap-water-safe-to-drink,none
1,toilets.can-i-flush-the-paper,toilets.is-there-a-toilet-on-board,none
2,toilets.can-i-flush-the-paper,toilets.is-there-a-toilet-on-board,none
3,toilets.can-i-flush-the-paper,toilets.is-there-a-toilet-on-board,none
1,toilets.can-i-flush-the-paper,toilets.it-is-out-of-order,none
2,toilets.can-i-flush-the-paper,toilets.it-is-out-of-order,none
3,toilets.can-i-flush-the-paper,toilets.it-is-out-of-order,none
1,toilets.can-i-flush-the-paper,toilets.it-is-urgent,none
2,toilets.can-i-flush-the-paper,toilets.it-is-urgent,none
3,toilets.can-i-flush-the-paper,toilets.it-is-urgent,none
1,toilets.can-i-flush-the-paper,toilets.may-i-have-the-toilet-key,none
2,toilets.can-i-flush-the-paper,toilets.may-i-have-the-toilet-key,none
3,toilets.can-i-flush-the-paper,toilets.may-i-have-the-toilet-key,none
1,toilets.can-i-flush-the-paper,toilets.may-i-use-the-toilet,none
2,toilets.can-i-flush-the-paper,toilets.may-i-use-the-toilet,none
3,toilets.can-i-flush-the-paper,toilets.may-i-use-the-toilet,none
1,toilets.can-i-flush-the-paper,toilets.mens-toilet,none
2,toilets.can-i-flush-the-paper,toilets.mens-toilet,none
3,toilets.can-i-flush-the-paper,toilets.mens-toilet,none
1,toilets.can-i-flush-the-paper,toilets.not-for-drinking,none
2,toilets.can-i-flush-the-paper,toilets.not-for-drinking,none
3,toilets.can-i-flush-the-paper,toilets.not-for-drinking,none
1,toilets.can-i-flush-the-paper,toilets.out-of-order,none
